date,time,product_name,unit_price,quantity,revenue,store_name,campaign
2024-05-16,21:43:00,Product_94,28.83,4,115.32,Store_42,
2024-07-30,03:46:00,Product_57,12.48,14,174.72,Store_36,
2024-06-10,13:14:00,Product_36,68.13,5,340.65,Store_37,10% off Black Friday
2025-01-01,01:59:00,Product_31,30.41,15,456.15,Store_30,
2024-12-30,17:18:00,Product_44,35.55,8,284.4,Store_21,
2024-12-15,23:29:00,Product_25,10.34,7,72.38,Store_45,10% off Black Friday
2024-03-07,15:23:00,Product_16,86.57,8,692.56,Store_15,10% off Black Friday
2024-02-20,06:55:00,Product_7,94.32,8,754.56,Store_8,
2024-09-05,04:11:00,Product_37,89.17,5,445.85,Store_31,
2024-12-31,09:59:00,Product_15,91.92,8,735.36,Store_10,
2024-09-01,16:13:00,Product_88,98.23,18,1768.14,Store_10,
2024-12-18,02:28:00,Product_19,5.68,20,113.6,Store_24,
2025-01-07,22:08:00,Product_50,88.08,4,352.32,Store_30,10% off Black Friday
2024-12-12,13:20:00,Product_38,43.16,7,302.12,Store_5,10% off Black Friday
2024-10-20,06:35:00,Product_27,78.61,8,628.88,Store_9,
2024-04-08,04:53:00,Product_57,12.48,2,24.96,Store_38,10% off Black Friday
2024-04-30,19:27:00,Product_74,29.08,4,116.32,Store_32,
2024-03-21,16:00:00,Product_41,41.82,1,41.82,Store_9,
2024-05-19,09:33:00,Product_77,34.13,1,34.13,Store_13,Summer Sale
2024-02-15,16:02:00,Product_19,5.68,12,68.16,Store_12,
2024-07-24,13:43:00,Product_82,34.21,3,102.63,Store_23,
2024-12-22,15:40:00,Product_86,40.26,11,442.86,Store_28,
2024-07-05,20:33:00,Product_82,34.21,18,615.78,Store_41,
2024-08-01,16:31:00,Product_46,94.65,10,946.5,Store_16,Summer Sale
2024-03-09,22:17:00,Product_83,75.83,16,1213.28,Store_18,
2024-08-28,14:15:00,Product_80,40.92,2,81.84,Store_42,
2024-07-26,20:22:00,Product_18,77.35,15,1160.25,Store_5,
2024-05-20,05:16:00,Product_78,47.16,11,518.76,Store_11,
2024-03-01,12:42:00,Product_95,29.55,17,502.35,Store_28,
2024-10-08,08:47:00,Product_19,5.68,14,79.52,Store_36,Summer Sale
2024-09-24,22:13:00,Product_79,26.03,10,260.3,Store_7,
2024-06-14,07:17:00,Product_96,63.4,12,760.8,Store_30,
2024-07-02,18:48:00,Product_5,82.48,3,247.44,Store_7,
2024-09-03,15:21:00,Product_45,78.71,13,1023.23,Store_1,
2024-03-01,16:55:00,Product_99,14.79,8,118.32,Store_14,
2024-05-24,16:03:00,Product_83,75.83,1,75.83,Store_13,
2024-04-04,19:52:00,Product_88,98.23,11,1080.53,Store_18,
2024-04-04,08:31:00,Product_90,9.94,5,49.7,Store_13,
2024-09-16,20:50:00,Product_55,55.51,1,55.51,Store_24,
2024-06-18,03:30:00,Product_12,7.28,9,65.52,Store_41,
2024-03-17,03:35:00,Product_48,96.39,9,867.51,Store_34,
2024-12-25,01:42:00,Product_38,43.16,16,690.56,Store_26,
2024-06-23,18:53:00,Product_40,60.5,15,907.5,Store_13,
2024-01-31,16:47:00,Product_17,22.81,11,250.91,Store_5,
2024-12-27,02:25:00,Product_58,33.19,7,232.33,Store_24,10% off Black Friday
2024-12-21,20:50:00,Product_74,29.08,7,203.56,Store_25,
2024-04-12,23:23:00,Product_25,10.34,3,31.02,Store_8,
2024-02-04,01:34:00,Product_81,74.48,20,1489.6,Store_39,
2024-05-23,06:23:00,Product_65,45.33,4,181.32,Store_37,
2024-06-02,02:51:00,Product_96,63.4,9,570.6,Store_8,10% off Black Friday
2025-01-19,03:19:00,Product_19,5.68,9,51.12,Store_25,
2024-09-08,16:53:00,Product_1,96.38,20,1927.6,Store_13,Summer Sale
2024-04-14,09:50:00,Product_31,30.41,6,182.46,Store_41,
2024-12-24,22:05:00,Product_13,27.68,8,221.44,Store_19,
2024-07-30,21:47:00,Product_15,91.92,16,1470.72,Store_2,
2024-04-10,09:37:00,Product_76,35.32,10,353.2,Store_8,
2024-06-02,18:49:00,Product_84,89.77,9,807.93,Store_44,
2024-11-16,00:15:00,Product_57,12.48,5,62.4,Store_24,
2024-03-15,04:32:00,Product_65,45.33,14,634.62,Store_3,
2024-08-01,20:34:00,Product_2,14.38,12,172.56,Store_3,10% off Black Friday
2024-12-21,16:09:00,Product_7,94.32,11,1037.52,Store_4,Summer Sale
2024-05-24,20:11:00,Product_37,89.17,12,1070.04,Store_25,
2024-02-25,17:23:00,Product_19,5.68,9,51.12,Store_45,
2024-08-12,04:36:00,Product_90,9.94,5,49.7,Store_9,Summer Sale
2024-10-30,10:47:00,Product_41,41.82,4,167.28,Store_39,
2024-11-11,15:48:00,Product_21,9.94,6,59.64,Store_42,
2024-02-24,01:39:00,Product_51,82.75,11,910.25,Store_1,
2024-03-25,06:24:00,Product_46,94.65,14,1325.1,Store_4,
2024-05-25,20:10:00,Product_63,7.56,2,15.12,Store_22,
2024-12-22,22:18:00,Product_82,34.21,15,513.15,Store_9,
2024-02-19,23:19:00,Product_62,43.27,7,302.89,Store_21,
2024-06-05,20:49:00,Product_64,67.43,3,202.29,Store_7,
2024-03-14,11:04:00,Product_65,45.33,16,725.28,Store_10,Summer Sale
2024-10-01,19:39:00,Product_83,75.83,18,1364.94,Store_22,
2024-03-23,01:32:00,Product_98,32.91,8,263.28,Store_1,
2024-03-07,11:36:00,Product_11,6.03,11,66.33,Store_11,
2024-12-22,07:37:00,Product_1,96.38,19,1831.22,Store_38,
2024-03-12,03:09:00,Product_74,29.08,3,87.24,Store_41,
2024-10-02,02:54:00,Product_12,7.28,14,101.92,Store_31,
2024-09-24,11:31:00,Product_46,94.65,15,1419.75,Store_33,
2025-01-01,13:34:00,Product_40,60.5,17,1028.5,Store_15,
2024-04-11,15:52:00,Product_34,15.56,5,77.8,Store_19,
2024-08-28,00:19:00,Product_14,96.05,19,1824.95,Store_29,
2025-01-10,10:28:00,Product_61,8.22,19,156.18,Store_5,
2024-02-05,12:34:00,Product_5,82.48,11,907.28,Store_6,
2024-07-01,23:15:00,Product_59,5.7,10,57.0,Store_16,
2024-04-30,13:33:00,Product_55,55.51,16,888.16,Store_7,
2024-12-12,05:08:00,Product_48,96.39,9,867.51,Store_37,
2024-11-28,09:02:00,Product_59,5.7,3,17.1,Store_33,
2024-12-04,13:29:00,Product_15,91.92,19,1746.48,Store_39,
2024-03-31,04:26:00,Product_62,43.27,6,259.62,Store_30,
2024-03-11,15:35:00,Product_13,27.68,2,55.36,Store_29,
2024-05-10,18:37:00,Product_66,12.99,6,77.94,Store_7,
2025-01-22,17:15:00,Product_89,49.26,2,98.52,Store_24,
2024-03-22,00:23:00,Product_43,61.27,4,245.08,Store_19,
2024-05-21,17:00:00,Product_16,86.57,3,259.71,Store_19,
2024-09-21,17:42:00,Product_28,40.6,17,690.2,Store_22,Summer Sale
2024-02-02,10:44:00,Product_2,14.38,4,57.52,Store_5,
2024-02-17,09:45:00,Product_62,43.27,14,605.78,Store_28,
2024-07-06,21:05:00,Product_85,36.31,6,217.86,Store_2,10% off Black Friday
2024-11-13,05:26:00,Product_13,27.68,2,55.36,Store_20,
2024-06-21,09:34:00,Product_36,68.13,8,545.04,Store_43,
2024-12-03,03:38:00,Product_14,96.05,7,672.35,Store_34,
2024-05-28,03:00:00,Product_64,67.43,4,269.72,Store_26,
2024-08-03,02:08:00,Product_50,88.08,11,968.88,Store_37,
2025-01-07,03:08:00,Product_33,35.04,12,420.48,Store_30,10% off Black Friday
2024-05-15,01:08:00,Product_55,55.51,16,888.16,Store_26,10% off Black Friday
2024-04-16,00:35:00,Product_73,99.96,10,999.6,Store_42,Summer Sale
2024-07-13,12:54:00,Product_60,33.13,10,331.3,Store_43,
2024-09-01,10:58:00,Product_91,42.69,3,128.07,Store_5,
2024-04-01,17:48:00,Product_69,9.62,2,19.24,Store_20,
2025-01-26,06:02:00,Product_66,12.99,6,77.94,Store_29,10% off Black Friday
2024-05-13,20:09:00,Product_44,35.55,4,142.2,Store_15,
2024-06-30,02:33:00,Product_53,91.92,6,551.52,Store_4,
2024-05-28,23:33:00,Product_83,75.83,18,1364.94,Store_3,
2024-11-04,18:52:00,Product_56,44.3,15,664.5,Store_13,10% off Black Friday
2024-12-13,17:59:00,Product_91,42.69,14,597.66,Store_31,10% off Black Friday
2024-04-29,21:33:00,Product_79,26.03,9,234.27,Store_21,
2024-10-05,14:17:00,Product_69,9.62,16,153.92,Store_13,
2024-06-22,04:35:00,Product_23,53.69,1,53.69,Store_34,
2024-08-25,16:54:00,Product_48,96.39,3,289.17,Store_5,Summer Sale
2024-10-24,04:07:00,Product_61,8.22,20,164.4,Store_45,
2024-12-15,15:54:00,Product_13,27.68,3,83.04,Store_43,
2024-08-20,15:59:00,Product_77,34.13,4,136.52,Store_19,
2024-06-28,08:19:00,Product_51,82.75,9,744.75,Store_9,
2024-09-06,11:33:00,Product_73,99.96,2,199.92,Store_34,
2024-11-05,18:52:00,Product_36,68.13,3,204.39,Store_37,
2025-01-29,23:47:00,Product_83,75.83,20,1516.6,Store_40,Summer Sale
2024-01-31,02:45:00,Product_5,82.48,15,1237.2,Store_31,
2024-07-11,14:06:00,Product_47,23.38,4,93.52,Store_25,
2024-09-02,13:30:00,Product_16,86.57,5,432.85,Store_16,
2025-01-25,02:21:00,Product_66,12.99,13,168.87,Store_45,Summer Sale
2024-07-03,08:31:00,Product_86,40.26,8,322.08,Store_26,
2024-06-17,06:49:00,Product_33,35.04,18,630.72,Store_20,
2024-03-10,15:36:00,Product_73,99.96,6,599.76,Store_15,
2024-02-07,09:50:00,Product_20,85.39,10,853.9,Store_23,
2025-01-03,02:14:00,Product_36,68.13,17,1158.21,Store_37,
2024-08-26,17:25:00,Product_31,30.41,20,608.2,Store_36,
2024-03-12,13:28:00,Product_18,77.35,20,1547.0,Store_15,
2024-02-28,13:43:00,Product_11,6.03,16,96.48,Store_44,
2024-08-11,01:20:00,Product_48,96.39,7,674.73,Store_43,Summer Sale
2024-09-23,17:02:00,Product_43,61.27,17,1041.59,Store_45,
2024-08-25,22:43:00,Product_43,61.27,10,612.7,Store_37,
2024-02-25,11:05:00,Product_50,88.08,7,616.56,Store_30,
2024-04-02,00:10:00,Product_96,63.4,19,1204.6,Store_12,
2024-10-14,09:11:00,Product_46,94.65,17,1609.05,Store_5,10% off Black Friday
2024-05-08,14:24:00,Product_64,67.43,17,1146.31,Store_24,Summer Sale
2024-05-22,09:57:00,Product_22,85.56,17,1454.52,Store_5,
2024-03-22,16:29:00,Product_99,14.79,20,295.8,Store_42,
2024-02-15,10:47:00,Product_38,43.16,13,561.08,Store_1,10% off Black Friday
2024-10-12,13:20:00,Product_26,77.73,4,310.92,Store_22,
2024-02-14,20:41:00,Product_6,28.28,10,282.8,Store_25,
2025-01-11,15:00:00,Product_32,61.6,10,616.0,Store_4,
2025-01-02,13:20:00,Product_8,98.81,6,592.86,Store_43,
2024-08-08,12:39:00,Product_77,34.13,19,648.47,Store_39,
2024-05-20,16:14:00,Product_79,26.03,19,494.57,Store_10,10% off Black Friday
2024-04-22,23:12:00,Product_53,91.92,14,1286.88,Store_45,
2024-07-12,13:10:00,Product_22,85.56,17,1454.52,Store_32,10% off Black Friday
2025-01-14,04:18:00,Product_7,94.32,9,848.88,Store_36,Summer Sale
2024-07-01,01:53:00,Product_84,89.77,1,89.77,Store_31,
2024-04-20,10:53:00,Product_18,77.35,20,1547.0,Store_25,
2024-04-04,22:35:00,Product_94,28.83,17,490.11,Store_27,
2024-12-25,14:26:00,Product_86,40.26,1,40.26,Store_35,
2024-03-20,08:24:00,Product_40,60.5,4,242.0,Store_44,
2025-01-13,19:41:00,Product_15,91.92,10,919.2,Store_9,
2024-03-05,21:49:00,Product_16,86.57,19,1644.83,Store_34,
2024-08-05,04:49:00,Product_67,61.49,19,1168.31,Store_38,Summer Sale
2024-07-07,21:11:00,Product_7,94.32,16,1509.12,Store_3,
2024-04-05,01:33:00,Product_20,85.39,19,1622.41,Store_33,10% off Black Friday
2024-05-25,15:48:00,Product_28,40.6,7,284.2,Store_18,10% off Black Friday
2024-08-08,01:18:00,Product_10,16.22,20,324.4,Store_32,10% off Black Friday
2024-03-20,02:47:00,Product_95,29.55,20,591.0,Store_42,
2025-01-20,04:42:00,Product_81,74.48,8,595.84,Store_35,
2024-12-06,00:20:00,Product_100,82.43,15,1236.45,Store_10,10% off Black Friday
2024-09-27,06:10:00,Product_18,77.35,18,1392.3,Store_5,10% off Black Friday
2024-06-04,03:02:00,Product_25,10.34,10,103.4,Store_3,Summer Sale
2024-10-16,16:17:00,Product_87,41.97,18,755.46,Store_9,10% off Black Friday
2025-01-24,00:15:00,Product_6,28.28,13,367.64,Store_30,10% off Black Friday
2025-01-02,03:55:00,Product_16,86.57,16,1385.12,Store_24,
2024-09-07,18:43:00,Product_23,53.69,19,1020.11,Store_8,10% off Black Friday
2024-05-06,13:21:00,Product_20,85.39,5,426.95,Store_13,10% off Black Friday
2024-12-28,12:21:00,Product_60,33.13,20,662.6,Store_24,
2024-12-15,16:28:00,Product_33,35.04,16,560.64,Store_13,
2024-02-17,06:05:00,Product_12,7.28,14,101.92,Store_26,
2024-10-01,21:30:00,Product_40,60.5,19,1149.5,Store_44,Summer Sale
2024-03-21,10:23:00,Product_41,41.82,5,209.1,Store_38,
2024-08-23,01:26:00,Product_55,55.51,3,166.53,Store_31,
2024-07-15,07:43:00,Product_95,29.55,1,29.55,Store_11,
2024-08-29,19:25:00,Product_2,14.38,4,57.52,Store_32,
2025-01-15,19:17:00,Product_64,67.43,9,606.87,Store_38,10% off Black Friday
2024-10-05,07:07:00,Product_19,5.68,20,113.6,Store_9,
2024-12-18,14:04:00,Product_25,10.34,10,103.4,Store_36,
2024-10-18,02:27:00,Product_37,89.17,19,1694.23,Store_18,Summer Sale
2024-10-17,12:24:00,Product_9,10.75,3,32.25,Store_41,Summer Sale
2024-05-19,00:46:00,Product_9,10.75,18,193.5,Store_7,
2024-04-17,04:35:00,Product_30,44.51,11,489.61,Store_3,Summer Sale
2024-06-30,12:34:00,Product_11,6.03,15,90.45,Store_37,
2024-06-04,23:08:00,Product_51,82.75,19,1572.25,Store_40,10% off Black Friday
2024-02-16,14:52:00,Product_51,82.75,12,993.0,Store_34,
2024-05-28,13:59:00,Product_44,35.55,18,639.9,Store_9,
2024-09-24,19:06:00,Product_56,44.3,16,708.8,Store_11,
2024-05-15,07:55:00,Product_96,63.4,3,190.2,Store_22,
2024-03-05,02:35:00,Product_1,96.38,15,1445.7,Store_33,
2024-08-26,11:37:00,Product_95,29.55,14,413.7,Store_3,
2024-05-07,11:41:00,Product_92,11.09,5,55.45,Store_13,
2024-12-26,14:36:00,Product_11,6.03,6,36.18,Store_41,
2024-02-04,01:28:00,Product_65,45.33,18,815.94,Store_20,
2024-07-10,21:23:00,Product_24,73.32,1,73.32,Store_33,
2024-02-15,17:11:00,Product_82,34.21,8,273.68,Store_11,
2024-12-10,16:09:00,Product_31,30.41,4,121.64,Store_13,
2024-10-11,00:57:00,Product_40,60.5,13,786.5,Store_22,
2024-10-31,05:17:00,Product_26,77.73,7,544.11,Store_23,
2024-02-04,14:32:00,Product_35,19.83,10,198.3,Store_18,Summer Sale
2024-03-24,02:50:00,Product_86,40.26,4,161.04,Store_12,
2025-01-18,22:13:00,Product_97,57.63,18,1037.34,Store_10,
2024-02-13,12:27:00,Product_33,35.04,16,560.64,Store_9,
2024-02-13,03:05:00,Product_29,80.1,8,640.8,Store_3,
2025-01-13,02:56:00,Product_93,37.68,5,188.4,Store_38,
2024-06-02,13:48:00,Product_85,36.31,12,435.72,Store_32,
2024-03-27,23:30:00,Product_8,98.81,12,1185.72,Store_9,
2024-09-08,04:03:00,Product_29,80.1,6,480.6,Store_41,
2025-01-24,15:39:00,Product_5,82.48,15,1237.2,Store_20,Summer Sale
2024-07-05,05:43:00,Product_33,35.04,19,665.76,Store_28,
2024-07-02,19:37:00,Product_73,99.96,20,1999.2,Store_7,
2024-08-08,13:59:00,Product_5,82.48,15,1237.2,Store_43,
2024-11-30,21:34:00,Product_57,12.48,19,237.12,Store_39,
2024-10-11,21:32:00,Product_33,35.04,2,70.08,Store_38,
2024-11-10,17:05:00,Product_4,95.5,13,1241.5,Store_1,
2024-08-18,04:37:00,Product_74,29.08,15,436.2,Store_20,
2024-06-04,01:24:00,Product_19,5.68,20,113.6,Store_3,
2024-09-11,03:39:00,Product_61,8.22,5,41.1,Store_2,
2025-01-18,22:33:00,Product_95,29.55,10,295.5,Store_25,
2024-09-25,22:16:00,Product_90,9.94,6,59.64,Store_9,
2024-04-18,19:42:00,Product_46,94.65,3,283.95,Store_13,
2024-11-14,09:21:00,Product_13,27.68,7,193.76,Store_28,
2024-03-14,15:27:00,Product_31,30.41,8,243.28,Store_27,
2024-11-19,21:10:00,Product_38,43.16,20,863.2,Store_23,
2024-06-12,04:47:00,Product_3,41.56,9,374.04,Store_16,
2024-02-27,05:33:00,Product_87,41.97,11,461.67,Store_15,
2024-07-31,06:07:00,Product_7,94.32,18,1697.76,Store_14,
2024-04-18,23:40:00,Product_46,94.65,6,567.9,Store_29,
2024-12-25,07:18:00,Product_32,61.6,20,1232.0,Store_23,Summer Sale
2024-05-02,11:03:00,Product_23,53.69,20,1073.8,Store_10,
2024-08-11,17:39:00,Product_6,28.28,18,509.04,Store_37,
2024-05-31,13:01:00,Product_29,80.1,8,640.8,Store_2,
2024-08-06,05:35:00,Product_29,80.1,11,881.1,Store_12,
2024-11-07,22:58:00,Product_73,99.96,20,1999.2,Store_30,
2024-11-13,05:19:00,Product_86,40.26,7,281.82,Store_11,
2024-02-09,01:02:00,Product_86,40.26,17,684.42,Store_44,10% off Black Friday
2024-08-17,16:57:00,Product_60,33.13,5,165.65,Store_41,
2024-06-13,05:59:00,Product_19,5.68,1,5.68,Store_31,
2024-12-02,01:22:00,Product_63,7.56,1,7.56,Store_9,
2024-10-17,17:36:00,Product_91,42.69,15,640.35,Store_35,
2024-06-19,11:43:00,Product_99,14.79,9,133.11,Store_42,
2024-02-11,17:09:00,Product_3,41.56,12,498.72,Store_8,
2025-01-03,14:00:00,Product_30,44.51,1,44.51,Store_32,
2024-05-12,00:43:00,Product_41,41.82,4,167.28,Store_36,10% off Black Friday
2024-02-20,01:14:00,Product_79,26.03,18,468.54,Store_41,
2024-12-07,00:16:00,Product_51,82.75,13,1075.75,Store_23,
2024-10-06,21:41:00,Product_9,10.75,15,161.25,Store_21,
2024-12-24,00:33:00,Product_69,9.62,15,144.3,Store_8,Summer Sale
2024-09-17,12:21:00,Product_88,98.23,6,589.38,Store_1,10% off Black Friday
2024-07-17,05:28:00,Product_27,78.61,13,1021.93,Store_11,
2024-06-10,10:56:00,Product_16,86.57,2,173.14,Store_18,
2024-12-08,02:27:00,Product_28,40.6,1,40.6,Store_31,
2024-04-05,07:18:00,Product_97,57.63,5,288.15,Store_32,
2024-09-07,09:04:00,Product_40,60.5,3,181.5,Store_36,
2024-06-23,06:29:00,Product_75,73.06,11,803.66,Store_7,Summer Sale
2024-05-31,06:43:00,Product_22,85.56,20,1711.2,Store_45,
2024-09-12,11:18:00,Product_49,97.64,13,1269.32,Store_38,
2024-11-20,18:23:00,Product_61,8.22,3,24.66,Store_42,
2024-11-04,05:38:00,Product_35,19.83,4,79.32,Store_33,
2024-05-13,10:59:00,Product_17,22.81,10,228.1,Store_44,
2024-12-29,17:40:00,Product_35,19.83,1,19.83,Store_38,
2024-12-08,07:39:00,Product_8,98.81,13,1284.53,Store_40,Summer Sale
2024-05-29,09:04:00,Product_50,88.08,18,1585.44,Store_10,Summer Sale
2024-11-25,02:59:00,Product_85,36.31,14,508.34,Store_42,Summer Sale
2024-02-01,10:47:00,Product_73,99.96,2,199.92,Store_42,
2025-01-17,05:50:00,Product_74,29.08,4,116.32,Store_35,Summer Sale
2024-07-23,14:33:00,Product_49,97.64,18,1757.52,Store_19,Summer Sale
2024-12-15,22:37:00,Product_34,15.56,6,93.36,Store_8,
2024-05-16,13:37:00,Product_43,61.27,14,857.78,Store_1,
2024-12-02,05:19:00,Product_58,33.19,18,597.42,Store_21,
2024-09-26,07:20:00,Product_19,5.68,1,5.68,Store_30,
2024-11-21,02:04:00,Product_48,96.39,15,1445.85,Store_30,
2024-02-26,18:21:00,Product_63,7.56,19,143.64,Store_41,
2024-10-15,23:32:00,Product_23,53.69,19,1020.11,Store_35,
2024-09-03,06:54:00,Product_100,82.43,5,412.15,Store_13,
2024-05-29,20:25:00,Product_91,42.69,4,170.76,Store_35,
2024-04-02,22:08:00,Product_81,74.48,8,595.84,Store_9,10% off Black Friday
2024-09-16,10:20:00,Product_73,99.96,16,1599.36,Store_39,
2024-03-08,17:10:00,Product_99,14.79,3,44.37,Store_11,
2024-05-07,13:57:00,Product_12,7.28,16,116.48,Store_14,
2024-09-17,17:39:00,Product_62,43.27,18,778.86,Store_8,10% off Black Friday
2024-03-03,10:58:00,Product_86,40.26,15,603.9,Store_41,
2024-10-27,00:03:00,Product_44,35.55,13,462.15,Store_39,
2024-10-08,19:55:00,Product_15,91.92,8,735.36,Store_32,
2024-07-30,11:13:00,Product_11,6.03,2,12.06,Store_39,
2024-08-27,20:58:00,Product_2,14.38,4,57.52,Store_11,
2024-04-27,20:58:00,Product_99,14.79,1,14.79,Store_14,
2025-01-23,06:00:00,Product_80,40.92,13,531.96,Store_4,
2024-08-14,12:38:00,Product_61,8.22,9,73.98,Store_43,
2024-10-21,00:51:00,Product_9,10.75,10,107.5,Store_23,
2024-08-31,03:35:00,Product_23,53.69,17,912.73,Store_34,
2025-01-28,23:52:00,Product_69,9.62,6,57.72,Store_17,
2024-07-24,10:49:00,Product_45,78.71,14,1101.94,Store_20,
2024-08-27,22:23:00,Product_20,85.39,10,853.9,Store_34,
2024-09-16,07:02:00,Product_10,16.22,7,113.54,Store_18,
2024-02-26,21:39:00,Product_12,7.28,4,29.12,Store_2,
2024-05-24,13:15:00,Product_19,5.68,8,45.44,Store_2,Summer Sale
