date,time,product_name,unit_price,quantity,revenue,store_name,campaign
2024-04-29,10:49:09,Organic Eggs,5.95,5,29.75,Chicago Store #917,
2024-01-14,04:00:22,Microwave Oven,52.37,1,52.37,Beijing Store #772,
2024-02-28,23:04:30,Electric Toothbrush,91.59,2,183.18,Osaka Store #8929,
2024-01-23,23:50:58,Stapler,9.04,3,27.12,Mumbai Store #9981,
2024-07-24,13:43:06,Cookbook,23.31,2,46.62,Frankfurt Store #1425,
2024-03-05,08:39:40,Vacuum Cleaner,138.04,3,414.12,Shenzhen Store #1292,
2024-11-05,13:06:50,Science Fiction Novel,24.64,3,73.92,Houston Store #4423,
2024-08-08,14:56:14,Cereal,3.81,2,7.62,Houston Store #4423,
2024-12-06,08:23:09,Mystery Novel,6.68,4,26.72,Los Angeles Store #8280,
2024-07-09,04:35:03,Gaming Console,424.67,3,1274.01,Los Angeles Store #8280,
2024-08-04,23:03:18,Printer Paper,3.73,4,14.92,Munich Store #1308,
2024-02-25,11:54:35,Cookbook,18.36,2,36.72,Shenzhen Store #9655,
2024-11-14,19:43:41,Action Figure,10.87,8,86.96,Chicago Store #2665,
2024-06-28,00:11:55,Notebook,5.21,1,5.21,Shanghai Store #2267,
2024-09-28,06:24:26,Laptop,1055.08,2,2110.16,New York Store #5169,
2024-02-13,01:09:10,Action Figure,18.16,4,72.64,Shanghai Store #2267,
2024-05-19,06:48:32,Science Fiction Novel,8.33,1,8.33,Shanghai Store #4375,
2024-06-06,01:14:25,Self-Help Book,9.09,3,27.27,Chicago Store #917,
2024-05-28,10:07:00,Bread,1.53,2,3.06,Shanghai Store #2267,
2024-12-08,11:04:25,Self-Help Book,14.2,5,71.0,Los Angeles Store #4041,Buy One Get One
2024-12-29,20:26:18,Doll,38.92,2,77.84,Chicago Store #917,
2024-12-19,11:05:27,Science Fiction Novel,22.67,1,22.67,Chicago Store #8202,
2024-06-22,07:21:49,Tennis Racket,176.64,2,353.28,New York Store #751,
2024-06-28,23:52:41,Bread,1.44,1,1.44,New York Store #2616,
2024-12-01,02:11:49,Bread,3.26,4,13.04,Chicago Store #917,
2024-10-16,20:40:39,Notebook,7.02,2,14.04,Chicago Store #2665,
2024-06-04,08:37:03,Science Fiction Novel,14.31,2,28.62,Tokyo Store #489,
2024-02-09,20:55:54,Cheese,6.06,1,6.06,Frankfurt Store #1425,
2024-01-22,14:58:51,Organic Eggs,3.29,3,9.87,Houston Store #4423,
2024-02-22,10:45:05,Smartwatch,92.53,3,277.59,Shenzhen Store #9655,
2024-11-08,05:23:23,Self-Help Book,20.49,2,40.98,Edinburgh Store #1744,
2024-06-20,02:21:06,Car Air Freshener,4.27,3,12.81,Los Angeles Store #1680,
2024-03-17,10:05:37,Ballpoint Pens,3.45,3,10.35,New York Store #5169,
2024-10-31,22:05:19,Makeup Palette,65.42,3,196.26,Munich Store #7518,
2024-12-16,16:05:41,Cheese,4.89,4,19.56,Beijing Store #3457,
2024-09-05,06:14:08,T-Shirt,26.11,1,26.11,New York Store #2616,
2024-09-26,01:42:21,Cheese,5.01,3,15.03,Shanghai Store #2267,
2024-03-25,23:28:02,Bread,3.16,2,6.32,Houston Store #9764,
2024-08-17,07:34:15,Milk,2.57,2,5.14,New York Store #5169,
2024-10-19,14:29:49,Car Battery,80.23,2,160.46,New York Store #2616,
2024-11-05,04:55:16,T-Shirt,26.85,1,26.85,Shenzhen Store #9655,
2024-03-04,09:05:48,Cheese,9.24,1,9.24,Los Angeles Store #8280,
2024-04-23,14:56:22,Stapler,8.36,1,8.36,Chicago Store #2665,
2024-04-24,00:20:59,Gaming Console,459.98,1,459.98,New York Store #751,
2024-08-29,22:53:08,Running Shoes,89.23,3,267.69,Shenzhen Store #9655,
2024-03-17,17:46:38,T-Shirt,24.4,3,73.2,Los Angeles Store #1680,
2024-11-23,19:29:04,Jeans,49.99,1,49.99,Osaka Store #8929,
2024-03-14,09:27:00,Doll,26.26,3,78.78,New York Store #5169,
2024-07-03,02:33:34,Self-Help Book,15.15,3,45.45,Beijing Store #3457,Holiday Discount
2024-07-10,08:47:01,Makeup Palette,34.14,2,68.28,Los Angeles Store #1680,
2024-06-19,04:02:22,Bread,2.93,3,8.79,New York Store #5169,
2024-09-02,20:11:51,Desk Organizer,20.52,1,20.52,Beijing Store #3457,
2024-04-12,01:20:59,Wireless Headphones,297.28,2,594.56,New York Store #5882,
2024-04-07,09:22:55,Milk,1.66,1,1.66,Chicago Store #1675,
2024-08-13,12:21:11,Printer Paper,5.57,2,11.14,New York Store #751,
2024-08-05,02:27:38,Gaming Console,328.48,1,328.48,New York Store #5882,Buy One Get One
2024-08-06,05:44:28,Building Blocks,47.71,2,95.42,New York Store #5882,
2024-11-23,01:04:42,Science Fiction Novel,20.39,3,61.17,New York Store #5169,
2024-11-07,21:50:28,Laptop,853.99,1,853.99,Shenzhen Store #9655,
2024-01-17,19:09:43,Stapler,8.09,2,16.18,New York Store #751,
2024-07-22,10:41:17,Biography,8.96,1,8.96,Chicago Store #917,
2024-03-01,08:49:16,Ballpoint Pens,7.97,3,23.91,Houston Store #4423,
2024-03-03,04:54:04,Self-Help Book,19.27,2,38.54,Los Angeles Store #7434,
2024-06-12,21:22:45,Stapler,7.19,1,7.19,Beijing Store #772,
2024-12-24,20:11:50,Windshield Wipers,7.43,2,14.86,Shenzhen Store #9655,
2024-01-14,11:35:36,Organic Eggs,5.93,2,11.86,Shenzhen Store #9655,
2024-07-22,22:46:30,Gaming Console,363.77,3,1091.31,Frankfurt Store #4372,
2024-02-07,14:29:43,Football,53.9,3,161.7,Osaka Store #8929,
2024-03-07,13:32:58,Air Purifier,231.34,1,231.34,New York Store #5169,
2024-04-25,11:33:57,Notebook,4.0,2,8.0,Shenzhen Store #9655,
2024-06-04,19:34:05,Microwave Oven,138.77,4,555.08,Houston Store #4423,
2024-11-05,10:53:59,Card Game,7.03,5,35.15,New York Store #2616,
2024-04-17,18:26:39,Jacket,86.35,8,690.8,Shanghai Store #2267,
2024-12-16,12:19:29,Organic Eggs,2.63,1,2.63,Shanghai Store #4375,
2024-03-14,10:55:45,Shampoo,17.91,2,35.82,Chicago Store #2665,
2024-10-14,03:20:15,Makeup Palette,41.47,2,82.94,Osaka Store #8929,
2024-11-11,13:15:55,Stapler,14.27,1,14.27,Los Angeles Store #1680,
2024-09-20,14:31:56,Vacuum Cleaner,81.61,2,163.22,New York Store #2616,
2024-10-25,11:03:03,Jeans,72.94,2,145.88,Chicago Store #2665,
2024-02-25,13:08:56,Board Game,57.01,2,114.02,Shanghai Store #4375,
2024-04-09,11:35:18,Action Figure,23.51,1,23.51,New York Store #751,
2024-11-08,03:08:06,Card Game,29.67,3,89.01,Lyon Store #9772,
2024-11-04,16:25:32,Vacuum Cleaner,231.26,3,693.78,New York Store #751,
2024-09-20,04:20:59,Vacuum Cleaner,154.31,3,462.93,Houston Store #4423,
2024-09-16,16:34:31,Doll,23.2,3,69.6,Houston Store #9764,Buy One Get One
2024-10-25,09:50:57,Desk Organizer,17.59,3,52.77,Beijing Store #3457,
2024-10-23,18:14:46,Motor Oil,15.12,1,15.12,New York Store #5882,
2024-03-16,21:15:02,Cheese,2.88,3,8.64,New York Store #5169,Buy One Get One
2024-04-14,13:32:49,Electric Toothbrush,134.74,3,404.22,Toronto Store #6228,
2024-04-16,17:20:42,Vacuum Cleaner,135.3,2,270.6,Frankfurt Store #1425,
2024-06-30,21:49:55,Shampoo,17.05,3,51.15,Los Angeles Store #7434,
2024-05-22,17:19:14,Stapler,11.75,2,23.5,Shanghai Store #4375,
2024-10-13,23:17:18,Cookbook,26.3,1,26.3,Shanghai Store #4375,
2024-03-15,09:02:18,Shampoo,18.86,3,56.58,New York Store #751,
2024-10-02,08:59:35,T-Shirt,7.73,3,23.19,Edinburgh Store #4305,
2024-09-28,07:40:14,Smartwatch,185.69,1,185.69,Chicago Store #1675,
2024-10-08,05:26:41,Vacuum Cleaner,107.87,2,215.74,Beijing Store #3457,
2024-02-15,20:36:14,Motor Oil,35.51,3,106.53,Shenzhen Store #1292,Summer Sale
2024-01-19,12:50:31,Cheese,9.7,1,9.7,Toronto Store #6228,
2024-10-17,19:06:59,Smartphone,1190.19,2,2380.38,Houston Store #9764,
2024-09-15,14:17:12,Stapler,12.04,1,12.04,Shanghai Store #4375,
2024-06-21,09:36:43,Smartphone,1070.53,1,1070.53,Los Angeles Store #4041,
2024-02-14,12:42:06,Self-Help Book,14.55,1,14.55,Lyon Store #9772,
2024-08-16,08:21:19,Makeup Palette,10.8,3,32.4,Berlin Store #4507,
2024-03-01,14:19:10,Smartwatch,375.39,2,750.78,Munich Store #7518,
2024-11-23,09:23:39,Car Battery,50.69,1,50.69,Shanghai Store #2267,
2024-07-31,22:35:58,Building Blocks,51.09,2,102.18,Edinburgh Store #4305,
2024-11-01,02:33:28,Car Battery,46.25,3,138.75,Shanghai Store #2267,
2024-09-15,06:36:34,Action Figure,35.63,1,35.63,Frankfurt Store #1425,
2024-09-07,02:57:32,Windshield Wipers,14.07,2,28.14,Beijing Store #3457,
2024-08-24,21:51:19,Smartwatch,341.27,6,2047.62,Chicago Store #2665,
2024-06-25,22:04:34,Wireless Headphones,67.25,1,67.25,Chicago Store #917,
2024-03-10,20:46:41,Electric Toothbrush,136.96,2,273.92,Los Angeles Store #1680,
2024-02-11,21:42:55,Makeup Palette,70.22,3,210.66,Los Angeles Store #7434,
2024-03-06,23:14:53,Makeup Palette,78.49,1,78.49,Edinburgh Store #1744,
2024-07-13,07:15:29,Electric Toothbrush,52.62,2,105.24,Los Angeles Store #4041,
2024-12-04,13:39:49,Laptop,600.94,1,600.94,Shanghai Store #2267,
2024-01-25,07:47:02,Car Battery,83.18,2,166.36,Chicago Store #2665,
2024-05-28,07:52:58,Vacuum Cleaner,198.59,4,794.36,Shanghai Store #2267,
2024-03-14,21:33:14,Jeans,23.66,2,47.32,Beijing Store #772,
2024-11-16,21:27:35,Ballpoint Pens,7.59,5,37.95,Monterrey Store #4120,
2024-08-01,13:09:19,Football,36.9,2,73.8,Shanghai Store #2267,
2024-03-14,14:58:03,Cheese,5.33,3,15.99,Chicago Store #1675,
2024-06-18,20:05:59,Jacket,54.79,2,109.58,New York Store #751,
2024-12-10,19:38:02,Dress,120.21,1,120.21,New York Store #2616,
2024-06-19,09:58:00,Cookbook,38.86,1,38.86,Houston Store #4423,
2024-05-04,22:38:45,Cookbook,17.18,1,17.18,Busan Store #8318,
2024-11-28,11:19:16,Cookbook,24.92,2,49.84,New York Store #5882,Holiday Discount
2024-04-14,11:20:26,Camping Tent,105.32,1,105.32,Shanghai Store #2267,
2024-10-23,23:26:18,Notebook,3.84,1,3.84,Chicago Store #1675,
2024-12-16,10:16:48,Action Figure,29.25,3,87.75,Chicago Store #1675,
2024-03-27,04:46:34,Organic Eggs,5.56,2,11.12,New York Store #2616,
2024-02-08,21:03:48,Self-Help Book,21.85,1,21.85,Chicago Store #8202,
2024-09-15,14:23:03,Smartphone,1140.51,3,3421.53,Los Angeles Store #4041,
2024-09-29,17:26:00,Smartphone,547.27,1,547.27,Beijing Store #3457,
2024-12-11,13:51:58,Organic Eggs,2.39,1,2.39,Los Angeles Store #1680,
2024-06-30,08:50:25,Self-Help Book,13.12,1,13.12,New York Store #2616,
2024-12-16,02:41:54,T-Shirt,7.34,4,29.36,Chicago Store #8202,
2024-01-05,22:10:05,Smartwatch,286.37,2,572.74,Houston Store #4423,
2024-09-27,01:14:13,Desk Organizer,14.51,3,43.53,Chicago Store #8202,10% off Black Friday
2024-10-05,18:42:02,Running Shoes,65.16,1,65.16,Beijing Store #3457,
2024-12-30,12:59:04,Milk,1.48,3,4.44,Chicago Store #917,
2024-06-18,12:48:47,Printer Paper,7.83,1,7.83,New York Store #751,Buy One Get One
2024-02-08,10:38:49,Science Fiction Novel,16.9,3,50.7,Los Angeles Store #1680,
2024-08-18,15:14:22,Running Shoes,74.55,3,223.65,Los Angeles Store #1680,
2024-11-12,09:51:15,Gaming Console,307.19,4,1228.76,Beijing Store #3457,
2024-07-18,10:23:06,Vacuum Cleaner,166.74,4,666.96,Shanghai Store #2267,
2024-08-08,14:35:35,Gaming Console,210.5,3,631.5,Los Angeles Store #8280,
2024-06-15,12:00:18,Building Blocks,18.81,2,37.62,Los Angeles Store #8280,
2024-10-19,16:10:43,Desk Organizer,10.38,2,20.76,Los Angeles Store #7434,
2024-05-21,13:19:30,Vacuum Cleaner,286.61,1,286.61,Shenzhen Store #9655,
2024-08-22,03:08:19,Building Blocks,29.95,1,29.95,Shanghai Store #4375,
2024-06-20,13:52:52,Camping Tent,84.03,4,336.12,Beijing Store #772,
2024-06-09,05:25:20,T-Shirt,20.82,2,41.64,Chicago Store #8202,
2024-05-23,12:23:07,Camping Tent,299.32,4,1197.28,Shanghai Store #2267,
2024-08-24,22:13:28,Smartphone,362.24,2,724.48,Shanghai Store #2267,
2024-03-12,20:19:15,Car Battery,97.22,2,194.44,Beijing Store #772,
2024-09-02,18:25:34,Desk Organizer,22.39,3,67.17,Tokyo Store #489,
2024-12-25,17:38:40,Stapler,6.73,1,6.73,Los Angeles Store #1680,
2024-10-15,20:43:41,Building Blocks,29.92,2,59.84,New York Store #2616,
2024-04-23,16:47:33,Gaming Console,430.09,3,1290.27,Los Angeles Store #8280,
2024-10-28,22:32:09,Bread,2.45,2,4.9,New York Store #751,
2024-03-13,11:19:21,Gaming Console,408.45,2,816.9,Los Angeles Store #7434,
2024-08-19,10:04:19,Car Tires,67.26,1,67.26,Los Angeles Store #8280,
2024-03-25,23:15:33,Car Battery,66.48,1,66.48,New York Store #5169,
2024-11-18,05:11:40,Organic Eggs,2.12,3,6.36,Chicago Store #2665,
2024-07-18,00:45:13,Doll,30.52,1,30.52,New York Store #2616,
2024-10-01,05:23:20,Organic Eggs,3.05,1,3.05,Chicago Store #917,
2024-11-01,12:39:25,Car Air Freshener,4.82,3,14.46,Houston Store #4423,
2024-06-01,19:37:05,Car Battery,49.43,3,148.29,New York Store #2616,
2024-09-18,12:26:38,Car Battery,73.84,1,73.84,New York Store #2616,
2024-03-29,17:10:31,Notebook,4.52,2,9.04,Houston Store #4423,
2024-01-05,15:08:12,Facial Cleanser,17.64,2,35.28,Los Angeles Store #1680,
2024-08-15,15:10:05,Electric Toothbrush,65.05,5,325.25,Beijing Store #3457,
2024-08-22,18:47:49,Vacuum Cleaner,87.17,2,174.34,Houston Store #4423,
2024-07-06,17:52:48,Organic Eggs,3.77,1,3.77,Shanghai Store #2267,
2024-11-30,07:19:55,Milk,1.7,1,1.7,Chicago Store #2665,
2024-05-01,06:51:47,Desk Organizer,22.22,3,66.66,Chicago Store #2665,
2024-04-15,06:51:03,Building Blocks,27.65,3,82.95,Chicago Store #2665,
2024-05-28,18:17:54,Windshield Wipers,18.59,3,55.77,Shenzhen Store #1292,Holiday Discount
2024-12-01,04:44:55,Desk Organizer,19.23,1,19.23,Los Angeles Store #7434,
2024-09-07,04:36:40,Car Battery,70.01,2,140.02,Shanghai Store #2267,10% off Black Friday
2024-12-21,11:29:31,Milk,2.74,3,8.22,New York Store #751,
2024-11-21,21:44:22,Desk Organizer,12.95,1,12.95,Los Angeles Store #8280,
2024-06-14,09:21:35,Self-Help Book,22.05,3,66.15,Lyon Store #9772,
2024-01-24,03:40:50,Bread,2.32,4,9.28,Manchester Store #1828,Holiday Discount
2024-03-08,20:19:10,Car Battery,68.83,2,137.66,New York Store #2616,Summer Sale
2024-12-24,07:27:41,Card Game,5.03,2,10.06,Los Angeles Store #1680,
2024-12-14,14:00:00,T-Shirt,8.01,4,32.04,Shenzhen Store #9655,
2024-04-27,12:05:46,Cookbook,21.03,1,21.03,Munich Store #7518,
2024-03-09,20:43:09,Organic Eggs,2.03,1,2.03,New York Store #751,
2024-11-17,23:09:58,Car Tires,116.36,2,232.72,Chicago Store #2665,
2024-03-04,18:46:24,Vacuum Cleaner,135.48,2,270.96,Manchester Store #1828,
2024-10-10,19:38:46,Gaming Console,576.51,3,1729.53,New York Store #5882,Buy One Get One
2024-04-06,23:25:18,Building Blocks,55.41,3,166.23,New York Store #2616,
2024-09-12,20:38:04,Microwave Oven,51.81,3,155.43,Shanghai Store #4375,
2024-10-18,13:23:34,Makeup Palette,42.97,3,128.91,Marseille Store #7528,
2024-01-08,08:13:02,Doll,20.74,1,20.74,Tokyo Store #489,
2024-08-04,22:25:05,Bread,2.85,3,8.55,Los Angeles Store #4041,
2024-04-14,04:34:20,Self-Help Book,20.26,2,40.52,New York Store #5882,
2024-08-11,23:54:15,Tennis Racket,234.93,1,234.93,New York Store #5169,
2024-12-07,23:42:47,Smartwatch,306.53,1,306.53,New York Store #5169,
2024-09-24,16:50:52,Stapler,8.09,3,24.27,New York Store #2616,
2024-03-01,00:21:51,Milk,1.13,2,2.26,Houston Store #9764,
2024-08-21,16:23:03,Gaming Console,266.75,2,533.5,Chicago Store #917,
2024-12-11,23:07:14,Printer Paper,3.31,3,9.93,Shanghai Store #2267,
2024-07-15,04:11:59,Cookbook,37.42,1,37.42,Chicago Store #1675,
2024-08-01,23:20:17,Camping Tent,79.85,1,79.85,Toronto Store #6228,
2024-09-21,01:25:04,T-Shirt,24.34,2,48.68,Los Angeles Store #1680,
2024-07-07,06:18:36,Science Fiction Novel,12.28,2,24.56,Los Angeles Store #8280,
2024-04-10,23:57:34,Desk Organizer,23.65,1,23.65,Chicago Store #8202,Clearance Sale
2024-01-05,10:00:48,Cheese,7.9,3,23.7,Shenzhen Store #1292,
2024-08-02,15:03:09,Desk Organizer,5.88,4,23.52,New York Store #2616,
2024-07-09,14:47:05,Electric Toothbrush,46.02,3,138.06,Houston Store #9764,
2024-08-10,21:08:15,Action Figure,19.45,2,38.9,Los Angeles Store #8280,
2024-06-11,14:17:14,Milk,1.27,1,1.27,Los Angeles Store #4041,
2024-08-18,14:20:26,Blender,97.17,1,97.17,Los Angeles Store #8280,
2024-03-02,02:10:51,Jacket,152.75,3,458.25,New York Store #5882,
2024-03-16,02:45:15,Cheese,2.39,2,4.78,Bengaluru Store #4553,
2024-07-26,14:35:47,Air Purifier,211.72,3,635.16,Beijing Store #772,
2024-04-23,04:12:52,Smartphone,867.27,2,1734.54,Shenzhen Store #9655,
2024-02-08,00:04:12,Jacket,60.61,3,181.83,Chicago Store #917,
2024-01-22,14:03:10,Shampoo,15.87,3,47.61,Lyon Store #9772,
2024-06-30,06:58:11,Mystery Novel,27.09,2,54.18,New York Store #751,Clearance Sale
2024-09-12,13:56:35,Motor Oil,18.39,2,36.78,New York Store #5169,
2024-09-26,07:40:51,Printer Paper,9.93,3,29.79,New York Store #2616,
2024-09-05,11:58:36,Action Figure,18.11,3,54.33,Nagoya Store #9460,Clearance Sale
2024-05-23,01:51:30,Printer Paper,7.09,3,21.27,Chicago Store #1675,
2024-05-03,08:34:52,Jacket,199.42,3,598.26,Shenzhen Store #9655,
2024-06-30,05:11:15,Organic Eggs,4.95,3,14.85,Houston Store #9764,
2024-06-29,18:36:09,Windshield Wipers,21.73,3,65.19,Chicago Store #917,
2024-03-30,15:02:05,Action Figure,16.56,1,16.56,Chicago Store #8202,
