date,time,product_name,unit_price,quantity,revenue,store_name,campaign
2022-11-25,19:46:25,Tablet,868.66,8,6949.28,Gadget World CHI,
2023-09-23,10:55:10,Jacket,94.13,3,282.39,Smart Mall SHA,
2023-03-25,19:45:37,Action Figure,91.65,5,458.25,Urban Apparel LA,
2022-06-22,01:34:12,T-Shirt,61.22,1,61.22,Smart Mall SHA,
2023-02-10,13:53:46,Butter,15.89,5,79.45,Electronics Hub MUM,
2022-04-05,20:20:29,Novel,68.42,1,68.42,Digital Plaza BER,
2022-05-16,06:12:08,Cereal,13.6,4,54.4,Urban Apparel LA,Weekend Special
2022-07-22,02:46:38,Dress,20.51,3,61.53,Tech Haven NYC,
2022-01-16,05:00:07,Dress,193.26,2,386.52,Tech Haven NYC,
2022-02-19,11:21:14,Refrigerator,790.63,2,1581.26,Tech Haven NYC,
2023-12-02,09:12:49,Air Conditioner,726.35,4,2905.4,Urban Apparel LA,
2022-07-04,17:33:38,Dress,67.69,2,135.38,Smart Mall SHA,
2023-03-04,17:59:15,Blender,359.28,3,1077.84,Smart Mall SHA,
2023-04-15,07:26:19,Milk,5.37,3,16.11,Tech Haven NYC,
2022-01-07,18:19:35,Air Conditioner,762.06,3,2286.18,Smart Mall SHA,
2023-02-17,05:08:12,Novel,45.35,1,45.35,Smart Mall SHA,
2023-01-28,09:18:38,Headphones,310.53,4,1242.12,Metro Depot WAW,
2022-05-02,06:20:42,Eggs,18.66,4,74.64,Tech Haven NYC,
2022-01-03,22:20:36,Milk,4.54,4,18.16,Urban Apparel LA,
2023-02-10,15:35:32,Bread,15.55,5,77.75,Urban Apparel LA,
2022-05-28,05:44:05,T-Shirt,44.87,5,224.35,Smart Mall SHA,
2022-11-25,17:58:50,Smartphone,272.62,5,1363.1,Gadget World CHI,
2023-04-14,04:18:12,Underwear,91.38,2,182.76,Gadget World CHI,
2023-12-26,15:52:39,Board Game,117.96,8,943.68,Tech Haven NYC,
2023-02-15,13:27:53,Cereal,13.43,4,53.72,Gadget World CHI,
2023-05-02,00:09:32,Bread,18.44,5,92.2,Electronics Hub MUM,
2022-04-07,08:24:04,Cereal,18.66,3,55.98,Casual Wear SAO,
2022-10-07,00:51:03,Microwave,739.0,1,739.0,Smart Mall SHA,
2023-12-31,04:09:42,Air Conditioner,321.51,3,964.53,Smart Mall SHA,
2023-08-24,07:20:48,Cookbook,64.7,3,194.1,Gadget World CHI,
2023-03-08,02:38:30,Refrigerator,514.91,3,1544.73,Urban Apparel LA,
2022-03-28,21:16:34,Eggs,5.91,5,29.55,Gadget World CHI,
2022-02-17,03:03:57,T-Shirt,134.05,5,670.25,StyleStop AMS,
2022-05-01,00:19:04,Dress,39.11,4,156.44,Urban Apparel LA,
2022-11-01,05:11:35,Eggs,3.54,6,21.24,Smart Mall SHA,
2023-03-19,16:11:45,Smartphone,869.82,2,1739.64,Urban Apparel LA,
2022-04-11,22:03:34,Gaming Console,708.61,4,2834.44,Gadget World CHI,Holiday Deal
2023-04-19,02:54:01,Underwear,76.95,2,153.9,Tech Haven NYC,
2022-07-27,13:24:55,Board Game,10.0,4,40.0,Metro Style PAR,
2022-04-17,20:42:46,Novel,27.52,1,27.52,Urban Apparel LA,
2022-11-29,01:43:50,Children Book,79.23,1,79.23,Tech Haven NYC,Weekend Special
2022-12-18,23:33:44,Refrigerator,116.03,1,116.03,Eco Goods STO,
2022-10-31,06:40:58,Textbook,13.15,4,52.6,TrendSpot MIL,
2022-11-08,06:33:45,Smartphone,567.24,5,2836.2,Metro Style PAR,
2023-06-13,04:14:19,Headphones,307.1,1,307.1,TrendSpot MIL,
2022-09-18,08:34:26,Bread,10.54,5,52.7,Urban Apparel LA,
2022-10-08,02:13:29,Cereal,9.23,3,27.69,CityMart MAD,10% off Black Friday
2022-06-06,14:44:36,Microwave,255.11,2,510.22,Tech Central BRU,
2023-04-24,02:03:57,Smart TV,706.83,3,2120.49,Metro Style PAR,
2023-04-28,10:26:40,Headphones,311.45,3,934.35,Urban Apparel LA,
2022-04-11,08:11:10,Butter,14.06,3,42.18,Digital Plaza BER,
2022-01-25,01:37:06,Laptop,772.75,5,3863.75,Chic Boutique ROM,
2023-11-27,21:21:19,Board Game,96.89,2,193.78,Urban Apparel LA,
2022-03-27,20:16:01,Cereal,6.23,1,6.23,Casual Wear SAO,
2023-02-23,17:17:54,T-Shirt,181.96,2,363.92,Gadget World CHI,
2023-02-20,17:10:21,Doll,44.45,4,177.8,Trendy Market TOK,
2022-03-31,20:26:15,Jeans,38.86,8,310.88,Electronics Hub MUM,
2023-12-03,14:09:44,Bread,12.3,1,12.3,StyleStop AMS,
2023-04-04,10:45:20,Smartphone,266.8,4,1067.2,Trendy Market TOK,
2022-08-09,13:45:25,Dress,116.19,2,232.38,Gadget World CHI,
2022-05-11,12:34:27,Sneakers,156.8,5,784.0,Gadget World CHI,
2023-01-26,15:39:26,Tablet,936.8,1,936.8,Alpha Store SYD,
2023-02-21,08:38:16,Cereal,11.62,1,11.62,TechnoZone HKG,
2022-12-16,06:44:18,Underwear,133.05,2,266.1,Digital Haven SIN,
2022-12-07,01:15:17,Frozen Pizza,5.71,3,17.13,Smart Mall SHA,
2023-03-14,22:42:22,Children Book,76.76,5,383.8,Tech Haven NYC,
2022-06-15,17:41:18,Smartphone,128.25,3,384.75,Gadget World CHI,
2022-12-22,19:53:59,Sneakers,12.98,2,25.96,Tech Haven NYC,
2023-09-18,08:15:19,Frozen Pizza,17.92,4,71.68,Trendy Market TOK,
2023-06-23,07:32:35,Cereal,6.42,1,6.42,Gadget World CHI,
2023-04-27,13:06:32,Smartphone,620.63,3,1861.89,Tech Haven NYC,
2023-07-16,03:36:46,Bread,5.97,2,11.94,Urban Apparel LA,
2022-08-04,07:35:15,T-Shirt,111.32,5,556.6,CityMart MAD,
2022-11-27,12:34:08,Bread,7.65,2,15.3,Tech Haven NYC,
2023-04-07,20:39:07,Underwear,60.4,4,241.6,Urban Apparel LA,
2023-10-24,13:13:57,Refrigerator,191.24,3,573.72,Smart Mall SHA,
2022-10-24,09:21:06,Jeans,151.33,2,302.66,Tech Haven NYC,
2022-08-11,03:12:57,Gaming Console,611.47,2,1222.94,Gadget World CHI,
2022-11-25,05:55:45,Butter,4.12,2,8.24,Smart Mall SHA,
2023-11-06,22:59:33,Puzzle,84.16,8,673.28,Gadget World CHI,
2022-09-18,08:08:28,Jeans,78.81,4,315.24,Urban Apparel LA,
2022-08-07,11:30:48,Gaming Console,641.52,2,1283.04,Tech Haven NYC,
2023-06-03,03:37:30,Laptop,711.82,3,2135.46,Urban Apparel LA,
2023-06-15,11:27:51,Laptop,508.75,3,1526.25,Gadget World CHI,Summer Sale
2023-09-30,10:10:32,Jacket,139.66,5,698.3,Urban Apparel LA,
2023-03-06,05:49:32,Smartphone,170.96,4,683.84,Urban Apparel LA,
2022-05-30,15:33:35,Puzzle,41.63,5,208.15,Tech Haven NYC,
2022-08-13,11:01:55,Eggs,10.2,1,10.2,Trendy Market TOK,
2022-02-18,02:34:23,Board Game,121.82,2,243.64,Gadget World CHI,
2022-08-30,05:48:09,Dress,72.3,3,216.9,Global Retail DXB,
2022-12-03,01:00:37,Jeans,17.02,2,34.04,Gadget World CHI,
2023-09-25,22:30:02,Comic Book,78.45,6,470.7,Gadget World CHI,
2023-01-13,11:20:28,Textbook,38.28,1,38.28,Electronics Hub MUM,
2023-10-10,17:00:59,Underwear,142.03,2,284.06,Smart Mall SHA,
2022-05-16,02:09:09,Jacket,142.09,1,142.09,Gadget World CHI,10% off Black Friday
2022-05-31,18:41:28,Tablet,591.63,3,1774.89,Urban Apparel LA,
2023-10-08,22:10:36,Doll,32.25,4,129.0,Trendy Market TOK,
2023-01-16,05:04:28,Gaming Console,613.38,4,2453.52,Metro Style PAR,
2023-07-20,10:25:52,Cereal,8.06,3,24.18,Gadget World CHI,
2023-09-14,11:06:16,Puzzle,73.71,3,221.13,Global Goods KUL,
2023-04-11,03:24:11,Gaming Console,608.2,2,1216.4,Smart Mall SHA,
2023-03-10,09:30:43,Blender,52.79,2,105.58,Urban Apparel LA,
2023-09-27,15:10:54,Dishwasher,245.56,3,736.68,Tech Haven NYC,
2023-12-09,09:51:51,Doll,44.24,5,221.2,Trendy Market TOK,
2022-09-14,18:21:13,T-Shirt,137.19,4,548.76,Urban Apparel LA,Summer Sale
2022-08-21,14:12:35,Cereal,9.57,3,28.71,Digital Plaza BER,
2022-11-09,04:06:19,Dress,170.05,4,680.2,StyleStop AMS,
2022-03-06,04:26:30,Doll,65.79,4,263.16,Tech Haven NYC,
2023-07-12,20:01:08,Butter,10.82,4,43.28,ShopWorld BCN,
2023-07-20,01:10:04,Cereal,16.26,5,81.3,Trendy Market TOK,
2023-05-12,21:30:44,Jeans,108.6,3,325.8,Gadget World CHI,
2022-12-01,02:23:36,Dishwasher,584.72,2,1169.44,Smart Mall SHA,
2022-02-20,21:13:29,Novel,48.92,1,48.92,Trendy Market TOK,Holiday Deal
2023-10-30,19:54:53,T-Shirt,151.71,2,303.42,TrendSpot MIL,
2022-01-14,21:21:38,Milk,8.17,2,16.34,Global Retail DXB,
2023-04-21,20:14:36,Air Conditioner,633.38,2,1266.76,CityStyle DUB,
2023-12-15,18:49:18,Board Game,34.44,2,68.88,Lifestyle Store ZRH,
2022-03-13,05:41:58,Puzzle,50.04,2,100.08,Urban Apparel LA,
2023-08-10,08:52:34,Tablet,863.11,3,2589.33,Tech Haven NYC,
2023-07-31,00:14:01,Microwave,137.4,2,274.8,ShopWorld BCN,
2023-07-21,13:15:22,Sneakers,53.23,4,212.92,Electronics Hub MUM,
2023-02-10,17:55:39,Dress,25.08,4,100.32,Smart Mall SHA,
2022-06-16,16:02:50,Cookbook,65.97,5,329.85,Tech Haven NYC,Summer Sale
2023-02-16,02:41:46,Jeans,32.76,3,98.28,Gadget World CHI,
2022-07-15,14:00:14,Dress,31.91,1,31.91,Smart Mall SHA,
2023-03-27,03:49:32,Cereal,7.77,1,7.77,Tech Haven NYC,
2022-04-21,23:55:01,Eggs,12.34,1,12.34,CityMart MAD,
2022-09-22,04:00:21,Bread,13.74,5,68.7,ShopWorld BCN,
2023-02-23,01:55:46,Comic Book,67.51,5,337.55,TechnoZone HKG,
2023-05-23,16:37:57,Doll,125.56,1,125.56,Tech Haven NYC,
2022-09-11,18:35:41,Sneakers,10.88,4,43.52,Urban Apparel LA,
2023-11-04,02:04:07,Butter,3.42,2,6.84,Eco Goods STO,
2023-11-06,08:45:43,Smartphone,762.89,6,4577.34,Gadget World CHI,
2023-08-17,12:08:49,Comic Book,46.69,2,93.38,Electronics Hub MUM,
2022-09-18,22:57:01,Dress,83.04,1,83.04,Tech Haven NYC,
2023-10-23,19:38:36,Sneakers,141.55,1,141.55,Fashion Hub LON,
2022-09-10,23:05:45,Doll,112.05,5,560.25,Tech Haven NYC,
2022-10-20,12:00:02,Sneakers,50.89,2,101.78,Gadget World CHI,
2022-02-11,20:17:20,Cookbook,68.33,2,136.66,Urban Basics MTL,
2022-05-30,15:13:12,Butter,12.82,4,51.28,Tech Haven NYC,
2022-12-11,07:29:22,Milk,18.9,2,37.8,CityStyle DUB,
2023-10-05,10:30:46,Headphones,808.92,1,808.92,Gadget World CHI,
2022-06-16,22:04:30,Gaming Console,669.12,1,669.12,Fashion Hub LON,
2022-05-05,10:20:57,Gaming Console,528.27,2,1056.54,Electronics Hub MUM,
2022-12-12,07:45:44,Frozen Pizza,5.0,1,5.0,Urban Apparel LA,
2023-04-26,08:44:28,Eggs,19.82,1,19.82,Tech Haven NYC,
2023-07-09,06:41:25,Air Conditioner,758.84,6,4553.04,Trendy Market TOK,
2023-09-20,07:37:30,Gaming Console,416.67,2,833.34,Trendy Market TOK,
2022-02-28,22:57:07,Novel,32.11,5,160.55,Smart Mall SHA,Summer Sale
2022-10-17,10:13:40,Doll,10.3,3,30.9,Chic Boutique ROM,
2023-08-08,09:30:01,Butter,10.23,5,51.15,Urban Apparel LA,Summer Sale
2022-01-31,05:49:04,Action Figure,29.19,2,58.38,Gadget World CHI,
2023-09-26,11:15:34,Bread,10.63,3,31.89,Trendy Market TOK,
2023-01-13,19:10:07,Smart TV,574.29,5,2871.45,Smart Mall SHA,
2023-12-26,01:01:42,Children Book,41.79,3,125.37,Urban Apparel LA,
2023-05-05,08:35:40,Remote Car,131.44,5,657.2,Urban Apparel LA,
2022-09-19,22:05:37,Blender,335.28,4,1341.12,Urban Apparel LA,
2022-10-03,21:09:37,Doll,12.62,2,25.24,Modern Tech SEL,
2022-03-09,12:53:08,Smartphone,816.11,1,816.11,Smart Mall SHA,
2023-04-16,13:50:28,Frozen Pizza,3.16,2,6.32,Tech Haven NYC,
2023-08-03,04:12:33,Milk,2.25,3,6.75,Tech Haven NYC,
2022-12-21,21:19:06,Milk,6.76,3,20.28,Urban Apparel LA,
2023-09-25,11:38:20,Children Book,35.29,5,176.45,Trendy Market TOK,
2022-07-04,01:06:39,Eggs,11.06,5,55.3,Tech Haven NYC,
2023-01-26,05:12:55,Air Conditioner,187.81,1,187.81,Tech Haven NYC,
2022-11-13,04:03:05,Underwear,13.31,5,66.55,Trendy Outlet MEX,
2022-04-17,09:38:29,Comic Book,10.41,2,20.82,Urban Apparel LA,
2022-09-23,20:35:21,Cereal,17.54,1,17.54,Gadget World CHI,
2022-06-11,21:59:22,Remote Car,140.54,4,562.16,Tech Haven NYC,
2023-08-24,04:03:04,Action Figure,36.25,4,145.0,Alpha Store SYD,
2022-09-09,00:04:25,Bread,7.52,2,15.04,Electronics Hub MUM,
2023-07-14,10:58:43,Board Game,14.84,5,74.2,Gadget World CHI,
2022-08-10,17:13:49,Underwear,57.44,1,57.44,Tech Haven NYC,
2022-08-14,02:59:33,Tablet,52.69,1,52.69,Tech Haven NYC,
2023-08-20,05:43:53,Headphones,798.72,4,3194.88,Gadget World CHI,
2022-07-14,15:08:46,Laptop,262.15,3,786.45,Tech Haven NYC,
2023-06-05,22:29:17,Cereal,2.89,5,14.45,Urban Apparel LA,
2022-06-01,12:01:23,Textbook,20.62,5,103.1,Urban Apparel LA,
2022-03-31,08:29:24,T-Shirt,78.59,8,628.72,SmartChoice GVA,
2023-04-06,00:19:53,Sneakers,93.52,1,93.52,Gadget World CHI,
2023-06-04,08:54:41,Tablet,986.89,3,2960.67,Tech Haven NYC,
2022-03-07,04:27:35,Blender,421.33,2,842.66,Gadget World CHI,
2023-06-14,20:29:35,Cookbook,54.96,4,219.84,Gadget World CHI,
2022-04-28,20:28:45,Cereal,12.99,2,25.98,Smart Mall SHA,
2023-01-25,09:43:38,Action Figure,118.85,2,237.7,Urban Apparel LA,
2022-01-03,21:33:35,Comic Book,9.72,3,29.16,Electronics Hub MUM,
2022-12-27,22:43:44,Microwave,546.15,1,546.15,Urban Apparel LA,
2023-10-19,23:24:07,Novel,61.11,3,183.33,Gadget World CHI,
2023-02-17,04:03:57,Jacket,148.67,5,743.35,Metro Depot WAW,
2022-03-10,20:40:52,Laptop,808.71,5,4043.55,Digital Haven SIN,
2023-11-03,00:15:34,Milk,13.84,8,110.72,Urban Apparel LA,
2023-09-19,00:40:20,Action Figure,9.8,4,39.2,Tech Haven NYC,
2022-09-22,23:35:41,Butter,4.41,5,22.05,Gadget World CHI,
2023-06-25,01:59:56,Puzzle,64.19,4,256.76,Tech Haven NYC,
2022-01-22,22:54:19,Sneakers,41.75,5,208.75,Gadget World CHI,
2023-12-29,10:05:32,Milk,17.19,5,85.95,Tech Haven NYC,
2022-02-16,07:22:53,Cereal,10.04,4,40.16,Tech Haven NYC,
2022-06-16,01:19:01,Cookbook,15.14,1,15.14,Smart Mall SHA,
2022-08-07,08:07:13,Frozen Pizza,16.3,4,65.2,Gadget World CHI,
2023-12-05,11:13:19,Eggs,12.84,2,25.68,Trendy Market TOK,
2022-08-02,07:29:42,T-Shirt,50.79,4,203.16,Electro Zone TOR,
2023-06-29,05:07:08,Air Conditioner,224.77,2,449.54,Trendy Outlet MEX,
2022-01-18,03:55:08,Smartphone,371.02,4,1484.08,Gadget World CHI,
2022-10-27,02:05:40,Children Book,54.41,3,163.23,Digital Plaza BER,
2022-08-04,02:40:40,Blender,588.48,3,1765.44,Gadget World CHI,
2023-01-17,04:36:34,T-Shirt,52.65,5,263.25,Urban Apparel LA,
2023-01-15,18:46:51,Blender,264.11,3,792.33,Urban Apparel LA,
2023-02-05,09:31:00,Milk,5.13,3,15.39,Revive Shop LIS,
2022-10-16,20:26:24,Board Game,135.76,5,678.8,Urban Apparel LA,
2022-06-05,01:19:55,Action Figure,38.58,2,77.16,Fashion Hub LON,
2022-01-20,00:38:05,T-Shirt,153.49,2,306.98,Tech Haven NYC,
2023-04-18,16:03:12,Jeans,183.79,2,367.58,Smart Mall SHA,
2023-06-19,14:06:50,Bread,12.65,3,37.95,Trendy Outlet MEX,
2022-02-02,02:38:26,Milk,7.4,4,29.6,Fashion Hub LON,
2023-11-17,09:37:18,T-Shirt,128.12,4,512.48,Gadget World CHI,
2022-06-21,10:14:31,Novel,74.23,3,222.69,Gadget World CHI,
2023-05-03,03:55:50,Smartphone,325.8,4,1303.2,Digital Plaza BER,
2022-06-15,06:48:56,Tablet,567.34,3,1702.02,Urban Apparel LA,
2023-12-15,00:00:31,Doll,135.21,2,270.42,Urban Apparel LA,
2023-11-27,17:33:44,Novel,31.32,3,93.96,Tech Haven NYC,
2022-09-27,09:32:39,Smart TV,350.06,3,1050.18,Trendy Market TOK,
2022-12-13,18:58:25,Jacket,85.21,5,426.05,Tech Haven NYC,
2023-09-05,06:54:48,Gaming Console,587.37,2,1174.74,TrendSpot MIL,
2023-07-23,14:17:41,Headphones,310.06,2,620.12,Casual Wear SAO,
2022-03-04,16:15:31,Jeans,76.32,8,610.56,Tech Haven NYC,
2023-05-02,02:29:35,T-Shirt,14.42,2,28.84,Smart Mall SHA,
2022-06-21,15:35:42,Bread,12.27,2,24.54,Modern Tech SEL,
2023-06-22,23:08:46,Refrigerator,628.63,5,3143.15,Gadget World CHI,
2023-10-10,19:35:36,Frozen Pizza,8.03,2,16.06,Smart Mall SHA,
2022-03-24,16:52:53,Board Game,18.8,4,75.2,Urban Apparel LA,
2023-07-26,14:12:18,Doll,77.33,3,231.99,Tech Haven NYC,Holiday Deal
2023-05-26,04:59:10,Textbook,17.95,4,71.8,Concept Store HEL,Weekend Special
2022-03-24,02:31:14,Remote Car,26.75,4,107.0,Tech Haven NYC,
2022-10-02,09:02:23,Air Conditioner,197.35,4,789.4,Smart Mall SHA,
2023-03-14,02:15:27,T-Shirt,100.35,8,802.8,CityMart MAD,
2022-02-19,15:53:03,Milk,8.03,1,8.03,Gadget World CHI,
2023-06-17,00:00:57,Tablet,264.12,4,1056.48,ShopWorld BCN,
2023-01-01,04:36:23,Milk,10.98,5,54.9,Smart Mall SHA,
2023-09-14,18:45:32,Jacket,176.51,5,882.55,Tech Haven NYC,
2022-12-17,10:43:53,Bread,6.86,5,34.3,Chic Boutique ROM,
2022-06-21,15:02:41,Tablet,263.3,3,789.9,Tech Haven NYC,
2022-04-06,22:52:30,Butter,14.0,2,28.0,Tech Haven NYC,
2023-02-01,22:23:22,Cookbook,62.89,5,314.45,Electronics Hub MUM,
2023-06-25,00:24:54,Dishwasher,754.6,2,1509.2,Tech Haven NYC,
2023-03-08,06:41:25,Eggs,3.82,2,7.64,Urban Apparel LA,
2022-02-10,02:38:22,Frozen Pizza,10.15,2,20.3,Tech Haven NYC,
2023-11-01,16:11:48,Board Game,94.93,5,474.65,Tech Haven NYC,
2022-08-13,07:42:30,Doll,123.09,4,492.36,Tech Haven NYC,
2022-01-28,05:28:45,Eggs,12.52,1,12.52,ShopWorld BCN,
2022-06-19,09:27:03,Cereal,5.95,5,29.75,Smart Mall SHA,
2022-05-01,10:47:47,Children Book,38.76,5,193.8,Smart Mall SHA,
2022-10-28,11:47:18,Bread,5.67,4,22.68,Tech Haven NYC,
2023-11-30,00:21:31,Children Book,31.55,5,157.75,Gadget World CHI,
2022-06-08,23:03:14,Milk,10.75,2,21.5,Trendy Market TOK,Holiday Deal
2023-11-04,18:04:45,Laptop,804.4,6,4826.4,Urban Apparel LA,
2022-04-17,16:44:58,Frozen Pizza,16.83,1,16.83,Urban Apparel LA,
2022-04-05,19:24:09,Jacket,138.39,5,691.95,Tech Haven NYC,
2023-06-15,08:22:20,Dishwasher,455.89,6,2735.34,Lifestyle Store ZRH,
2022-02-24,11:29:47,Cereal,17.26,3,51.78,Gadget World CHI,
2023-03-16,15:55:05,Jeans,173.0,8,1384.0,Gadget World CHI,
2023-09-16,04:09:52,Comic Book,55.57,6,333.42,Smart Mall SHA,
2023-12-10,05:09:09,Cookbook,68.39,1,68.39,Gadget World CHI,
2022-11-10,18:53:49,Bread,10.12,2,20.24,Gadget World CHI,
2023-05-11,17:25:47,Novel,10.57,4,42.28,Trendy Market TOK,
2023-04-12,12:20:27,Laptop,227.46,1,227.46,Gadget World CHI,
2022-06-03,05:49:48,Cereal,15.16,4,60.64,Smart Mall SHA,
2022-02-02,00:54:09,Comic Book,66.31,1,66.31,Fashion Hub LON,
2023-08-05,09:03:50,Board Game,145.17,2,290.34,Electronics Hub MUM,
2022-08-05,22:05:33,Blender,735.16,2,1470.32,Gadget World CHI,
2022-12-02,08:22:01,Children Book,76.52,1,76.52,StyleStop AMS,Summer Sale
2023-03-06,19:45:45,Milk,10.31,2,20.62,Smart Mall SHA,
2023-07-25,20:43:28,Laptop,777.46,1,777.46,Gadget World CHI,
2022-08-03,17:55:18,Tablet,445.84,5,2229.2,Smart Mall SHA,
2023-04-10,08:08:09,Refrigerator,311.04,4,1244.16,Urban Apparel LA,
2022-12-21,23:32:44,Comic Book,33.61,3,100.83,Fashion Hub LON,
2023-06-20,22:18:50,Milk,19.01,4,76.04,Gadget World CHI,
2022-01-28,08:09:04,Comic Book,36.26,4,145.04,Smart Mall SHA,
